Participant,Paragraph,Gazes,AOIGazes,OffScreenGazesPix,OffScreenGazesProp,avg_response_to_tut,avg_correctness_score,avg_question_rt,avg_text_rt,cluster_num_clusters,cluster_avg_duration,cluster_sd_duration,cluster_skew_duration,dispersion
5af835d8e19f8c00019e6dc0,38,1879,57,1043,1287,0.0,0.8,15.836520000001798,15.01376,198,0.0525843434337956,0.0116823745644888,1.1839174454363004,0.424939181863335
5af835d8e19f8c00019e6dc0,39,532,0,413,433,0.0,0.8,15.836520000001798,15.01376,54,0.052116666668431,0.0183305163638488,3.646746363568178,0.3947932887342273
5b07b71c68eff50001d1c859,1,262,93,47,53,0.2857142857142857,0.6,7.320700000000011,8.98025,14,0.0805714285714202,0.0356666495498308,2.9754768918852794,0.35541922862252
5b07b71c68eff50001d1c859,2,369,63,151,178,0.2857142857142857,0.6,7.320700000000011,8.98025,26,0.0753076923076845,0.0244749165159238,-0.4981642878187008,0.3195142982496708
5b07b71c68eff50001d1c859,3,157,1,138,143,0.2857142857142857,0.6,7.320700000000011,8.98025,9,0.0810000000000036,0.019602295783911,1.5338326802491202,0.5324479640193842
5b07b71c68eff50001d1c859,4,293,0,274,276,0.2857142857142857,0.6,7.320700000000011,8.98025,20,0.0882500000000047,0.0433745923687652,3.80174521175434,0.5448309962692035
5b07b71c68eff50001d1c859,6,275,124,30,50,0.2857142857142857,0.6,7.320700000000011,8.98025,10,0.0817000000000056,0.037926976620278,-0.7226107986780405,0.4574210206531262
5b07b71c68eff50001d1c859,13,420,166,109,138,0.2857142857142857,0.6,7.320700000000011,8.98025,29,0.0825517241379374,0.0291125724030355,0.5733075007404033,0.2548674306898938
5b07b71c68eff50001d1c859,30,242,44,58,93,0.2857142857142857,0.6,7.320700000000011,8.98025,12,0.0841666666666807,0.0398812631634739,3.200335960730655,0.5261631388179616
5b07b71c68eff50001d1c859,34,258,135,20,28,0.2857142857142857,0.6,7.320700000000011,8.98025,15,0.0746666666666558,0.0145732958653838,1.5158770396713546,0.4167277707371329
5b07b71c68eff50001d1c859,35,244,41,93,99,0.2857142857142857,0.6,7.320700000000011,8.98025,16,0.0821874999999886,0.0282753573511241,1.0469861970119072,0.515912431474963
5b07b71c68eff50001d1c859,36,170,27,58,79,0.2857142857142857,0.6,7.320700000000011,8.98025,21,0.0780952380952432,0.0169466951406749,0.9372378365987968,0.5023347654442796
5b07b71c68eff50001d1c859,37,348,118,133,182,0.2857142857142857,0.6,7.320700000000011,8.98025,20,0.0937000000000055,0.0476534640039952,2.0422497919922997,0.4557047956480024
5b07b71c68eff50001d1c859,38,355,25,233,235,0.2857142857142857,0.6,7.320700000000011,8.98025,31,0.0847419354838661,0.0398053327599424,1.797485811957516,0.3316728812855667
5b07b71c68eff50001d1c859,39,46,9,7,14,0.2857142857142857,0.6,7.320700000000011,8.98025,3,0.0310000000000024,0.0337786915081129,0.6515057395944168,0.7435648052011773
5bd7971b0aac450001f951aa,1,621,187,32,74,0.5714285714285714,0.8,28.159620000014296,15.064745,38,0.0807973684273393,0.0154768438508764,-3.901374819416599,0.4716124555585848
5bd7971b0aac450001f951aa,2,611,189,120,203,0.5714285714285714,0.8,28.159620000014296,15.064745,59,0.0834966101581747,0.0147407944871961,4.058349578697935,0.3363728804964848
5bd7971b0aac450001f951aa,3,361,73,122,204,0.5714285714285714,0.8,28.159620000014296,15.064745,32,0.0799375000000081,0.023309485123719,-2.455876030366626,0.3707573279324638
5bd7971b0aac450001f951aa,4,528,85,222,333,0.5714285714285714,0.8,28.159620000014296,15.064745,42,0.0811000000204475,0.006040230989417,0.4948266784429019,0.3266259695979382
