Participant,Paragraph,Gazes,AOIGazes,OffScreenGazesPix,OffScreenGazesProp
5e26341c63251a881e185ecf,14,515,170,50,85
5e26341c63251a881e185ecf,15,395,138,10,44
5e26341c63251a881e185ecf,16,207,4,119,151
5e26341c63251a881e185ecf,17,76,0,13,43
5e26341c63251a881e185ecf,18,308,41,125,193
5e26341c63251a881e185ecf,19,221,24,82,130
5e26341c63251a881e185ecf,20,1263,287,454,560
5e26341c63251a881e185ecf,21,785,54,346,508
5e26341c63251a881e185ecf,22,712,57,287,350
5e26341c63251a881e185ecf,23,92,7,22,26
5e26341c63251a881e185ecf,24,787,147,245,408
5e26341c63251a881e185ecf,25,602,34,387,462
5e26341c63251a881e185ecf,26,799,98,452,532
5e26341c63251a881e185ecf,27,422,0,408,412
5e26341c63251a881e185ecf,28,643,12,474,496
5e26341c63251a881e185ecf,29,939,113,614,686
5e26341c63251a881e185ecf,30,895,187,456,562
5e26341c63251a881e185ecf,31,658,68,322,397
5e26341c63251a881e185ecf,32,826,119,290,396
5e26341c63251a881e185ecf,33,512,18,301,425
5e26341c63251a881e185ecf,34,771,46,476,615
5e26341c63251a881e185ecf,35,667,44,417,526
5e26341c63251a881e185ecf,36,828,124,340,432
5e26341c63251a881e185ecf,37,871,76,608,740
5e26341c63251a881e185ecf,38,830,341,220,337
5e26341c63251a881e185ecf,39,428,46,156,272
5e26341c63251a881e185ecf,40,944,158,382,572
5e3040a2d1a553000cc9147b,1,685,458,16,52
5e3040a2d1a553000cc9147b,2,1250,993,30,102
5e3040a2d1a553000cc9147b,3,1113,792,66,111
5e3040a2d1a553000cc9147b,4,1250,858,77,159
5e3040a2d1a553000cc9147b,5,218,62,0,0
5e3040a2d1a553000cc9147b,6,671,433,17,69
5e3040a2d1a553000cc9147b,7,661,467,8,29
5e3040a2d1a553000cc9147b,8,209,81,16,16
5e3040a2d1a553000cc9147b,9,938,772,4,28
5e3040a2d1a553000cc9147b,10,255,158,0,0
5e3040a2d1a553000cc9147b,11,556,346,0,4
5e3040a2d1a553000cc9147b,12,586,238,6,22
5e3040a2d1a553000cc9147b,13,1259,1038,6,22
5e3040a2d1a553000cc9147b,14,624,464,4,36
5e3040a2d1a553000cc9147b,15,616,383,4,24
5e3040a2d1a553000cc9147b,16,210,14,0,0
5e3040a2d1a553000cc9147b,17,141,4,14,31
5e3040a2d1a553000cc9147b,18,333,89,36,68
5e3040a2d1a553000cc9147b,19,350,66,82,112
5e3040a2d1a553000cc9147b,20,1114,390,220,332
5e3040a2d1a553000cc9147b,21,1143,417,80,102
5e3040a2d1a553000cc9147b,22,883,153,34,45
5e3040a2d1a553000cc9147b,23,83,19,0,3
5e3040a2d1a553000cc9147b,24,893,432,54,107
5e3040a2d1a553000cc9147b,25,760,439,8,54
5e3040a2d1a553000cc9147b,26,1035,672,33,67
5e3040a2d1a553000cc9147b,27,352,88,12,26
5e3040a2d1a553000cc9147b,28,1115,779,36,46
5e3040a2d1a553000cc9147b,29,1161,859,17,73
5e3040a2d1a553000cc9147b,30,1157,522,68,118
5e3040a2d1a553000cc9147b,31,669,267,26,45
5e3040a2d1a553000cc9147b,32,681,151,11,23
5e3040a2d1a553000cc9147b,33,297,29,5,5
5e3040a2d1a553000cc9147b,34,760,384,0,0
5e3040a2d1a553000cc9147b,35,725,364,0,3
5e3040a2d1a553000cc9147b,36,874,657,44,72
5e3040a2d1a553000cc9147b,37,1300,1036,8,36
5e3040a2d1a553000cc9147b,38,1485,1275,16,40
5e3040a2d1a553000cc9147b,39,329,165,2,12
5e3040a2d1a553000cc9147b,40,905,619,10,26
5e49fd714535c4462d04dcd7,1,274,51,173,133
5e49fd714535c4462d04dcd7,2,598,166,391,265
5e49fd714535c4462d04dcd7,3,434,166,203,141
5e49fd714535c4462d04dcd7,4,512,157,336,242
5e49fd714535c4462d04dcd7,5,139,20,69,42
5e49fd714535c4462d04dcd7,6,257,75,141,86
5e49fd714535c4462d04dcd7,7,277,68,183,147
5e49fd714535c4462d04dcd7,8,71,0,54,51
5e49fd714535c4462d04dcd7,9,252,43,156,108
5e49fd714535c4462d04dcd7,10,95,11,81,49
5e49fd714535c4462d04dcd7,11,174,34,113,85
5e49fd714535c4462d04dcd7,12,134,12,101,82
5e49fd714535c4462d04dcd7,13,402,143,266,201
5e49fd714535c4462d04dcd7,14,153,48,77,56
5e49fd714535c4462d04dcd7,15,183,52,91,62
5e49fd714535c4462d04dcd7,16,73,6,52,36
5e49fd714535c4462d04dcd7,17,61,0,43,40
5e49fd714535c4462d04dcd7,18,201,19,97,66
5e49fd714535c4462d04dcd7,19,104,16,69,48
5e49fd714535c4462d04dcd7,20,426,74,305,252
5e49fd714535c4462d04dcd7,21,207,42,135,104
5e49fd714535c4462d04dcd7,22,274,63,136,105
5e49fd714535c4462d04dcd7,23,32,7,10,4
5e49fd714535c4462d04dcd7,24,215,63,123,89
5e49fd714535c4462d04dcd7,25,347,47,248,188
5e49fd714535c4462d04dcd7,26,399,111,246,193
5e49fd714535c4462d04dcd7,27,124,19,75,53
5e49fd714535c4462d04dcd7,28,201,26,133,109
5e49fd714535c4462d04dcd7,29,397,102,280,216
5e49fd714535c4462d04dcd7,30,519,156,311,243
5e49fd714535c4462d04dcd7,31,328,56,215,158
5e49fd714535c4462d04dcd7,32,279,53,166,123
5e49fd714535c4462d04dcd7,33,113,8,81,57
5e49fd714535c4462d04dcd7,34,193,37,134,102
5e49fd714535c4462d04dcd7,35,178,52,123,78
5e49fd714535c4462d04dcd7,36,199,42,126,88
5e49fd714535c4462d04dcd7,37,281,95,160,103
5e49fd714535c4462d04dcd7,38,527,122,370,279
5e49fd714535c4462d04dcd7,39,98,2,88,76
5e49fd714535c4462d04dcd7,40,273,49,181,133
5e7a5c9d7567f003b57b85e9,1,295,34,130,92
5e7a5c9d7567f003b57b85e9,2,470,251,147,112
5e7a5c9d7567f003b57b85e9,3,386,91,166,139
5e7a5c9d7567f003b57b85e9,4,227,75,86,69
5e7a5c9d7567f003b57b85e9,5,335,50,42,39
5e7a5c9d7567f003b57b85e9,6,316,67,91,64
5e7a5c9d7567f003b57b85e9,7,249,43,55,24
5e7a5c9d7567f003b57b85e9,8,60,5,0,0
5e7a5c9d7567f003b57b85e9,9,408,99,111,63
5e7a5c9d7567f003b57b85e9,10,103,17,19,14
5e7a5c9d7567f003b57b85e9,11,661,130,238,153
5e7a5c9d7567f003b57b85e9,12,411,70,96,66
5e7a5c9d7567f003b57b85e9,13,306,128,87,56
5e7a5c9d7567f003b57b85e9,14,113,52,24,11
5e7a5c9d7567f003b57b85e9,15,130,49,22,9
5e7a5c9d7567f003b57b85e9,16,115,25,0,0
5e7a5c9d7567f003b57b85e9,17,94,21,0,0
5e7a5c9d7567f003b57b85e9,18,152,38,11,3
5e7a5c9d7567f003b57b85e9,19,136,41,15,3
5e7a5c9d7567f003b57b85e9,20,343,255,65,32
5e7a5c9d7567f003b57b85e9,21,236,106,91,73
5e7a5c9d7567f003b57b85e9,22,261,133,42,16
5e7a5c9d7567f003b57b85e9,23,67,13,2,2
5e7a5c9d7567f003b57b85e9,24,201,104,44,24
5e7a5c9d7567f003b57b85e9,25,276,120,67,33
5e7a5c9d7567f003b57b85e9,26,118,80,17,9
5e7a5c9d7567f003b57b85e9,27,48,23,5,5
5e7a5c9d7567f003b57b85e9,28,288,130,57,29
5e7a5c9d7567f003b57b85e9,29,86,49,8,5
5e7a5c9d7567f003b57b85e9,30,332,135,163,155
5e7a5c9d7567f003b57b85e9,31,334,113,127,74
5e7a5c9d7567f003b57b85e9,32,252,98,117,92
5e7a5c9d7567f003b57b85e9,33,166,71,26,15
5e7a5c9d7567f003b57b85e9,34,356,245,123,66
5e7a5c9d7567f003b57b85e9,35,145,99,28,16
5e7a5c9d7567f003b57b85e9,36,422,310,120,82
5e7a5c9d7567f003b57b85e9,37,279,77,139,111
5e7a5c9d7567f003b57b85e9,38,585,114,315,266
5e7a5c9d7567f003b57b85e9,39,110,3,62,47
5e7a5c9d7567f003b57b85e9,40,220,54,60,40
5e83bb0601aa8c11929fa6d4,1,672,173,27,76
5e83bb0601aa8c11929fa6d4,2,1039,604,74,144
5e83bb0601aa8c11929fa6d4,3,756,39,484,501
5e83bb0601aa8c11929fa6d4,4,1023,97,645,661
5e83bb0601aa8c11929fa6d4,5,361,9,211,214
5e83bb0601aa8c11929fa6d4,6,571,6,386,400
5e83bb0601aa8c11929fa6d4,7,644,13,509,513
5e83bb0601aa8c11929fa6d4,8,190,6,164,166
5e83bb0601aa8c11929fa6d4,9,717,15,552,557
5e83bb0601aa8c11929fa6d4,10,252,0,227,227
5e83bb0601aa8c11929fa6d4,11,417,29,247,277
5e83bb0601aa8c11929fa6d4,12,380,53,127,187
5e83bb0601aa8c11929fa6d4,13,1018,122,608,642
5e83bb0601aa8c11929fa6d4,14,482,13,374,376
5e83bb0601aa8c11929fa6d4,15,330,10,274,276
5e83bb0601aa8c11929fa6d4,16,169,15,79,86
5e83bb0601aa8c11929fa6d4,17,222,20,40,58
5e83bb0601aa8c11929fa6d4,18,367,75,69,132
5e83bb0601aa8c11929fa6d4,19,249,36,68,89
5e83bb0601aa8c11929fa6d4,20,928,250,317,544
5e83bb0601aa8c11929fa6d4,21,587,86,293,347
5e83bb0601aa8c11929fa6d4,22,569,100,157,286
5e83bb0601aa8c11929fa6d4,23,149,8,56,65
5e83bb0601aa8c11929fa6d4,24,606,93,288,335
5e83bb0601aa8c11929fa6d4,25,515,38,324,340
5e83bb0601aa8c11929fa6d4,26,694,30,516,528
5e83bb0601aa8c11929fa6d4,27,275,27,118,129
5e83bb0601aa8c11929fa6d4,28,573,123,116,128
5e83bb0601aa8c11929fa6d4,29,929,186,297,364
5e83bb0601aa8c11929fa6d4,30,917,202,200,306
5e83bb0601aa8c11929fa6d4,31,468,131,36,63
5e83bb0601aa8c11929fa6d4,32,533,246,22,43
5e83bb0601aa8c11929fa6d4,33,339,42,49,130
5e83bb0601aa8c11929fa6d4,34,529,207,68,201
5e83bb0601aa8c11929fa6d4,35,458,59,118,207
5e83bb0601aa8c11929fa6d4,36,602,116,145,196
5e83bb0601aa8c11929fa6d4,37,703,392,16,69
5e83bb0601aa8c11929fa6d4,38,716,276,212,278
5e83bb0601aa8c11929fa6d4,39,310,66,31,37
5e83bb0601aa8c11929fa6d4,40,670,355,10,68
5e9f70a9eec34b1108c84413,1,1040,257,94,218
5e9f70a9eec34b1108c84413,2,1875,1095,148,384
5e9f70a9eec34b1108c84413,3,1229,625,79,230
5e9f70a9eec34b1108c84413,4,1843,1205,71,278
5e9f70a9eec34b1108c84413,5,453,62,42,70
5e9f70a9eec34b1108c84413,6,961,369,96,242
5e9f70a9eec34b1108c84413,7,897,337,78,171
5e9f70a9eec34b1108c84413,8,174,54,4,12
5e9f70a9eec34b1108c84413,9,1246,505,110,231
5e9f70a9eec34b1108c84413,10,357,122,24,72
5e9f70a9eec34b1108c84413,11,675,288,30,82
5e9f70a9eec34b1108c84413,12,1026,244,53,111
5e9f70a9eec34b1108c84413,13,2318,1245,222,505
5e9f70a9eec34b1108c84413,14,727,244,105,188
5e9f70a9eec34b1108c84413,15,502,152,46,82
5e9f70a9eec34b1108c84413,16,322,44,66,70
5e9f70a9eec34b1108c84413,17,117,44,0,0
5e9f70a9eec34b1108c84413,18,332,131,8,40
5e9f70a9eec34b1108c84413,19,325,106,18,66
5e9f70a9eec34b1108c84413,20,1391,758,54,190
5e9f70a9eec34b1108c84413,21,1277,395,64,221
5e9f70a9eec34b1108c84413,22,1025,267,82,191
5e9f70a9eec34b1108c84413,23,77,22,12,12
5e9f70a9eec34b1108c84413,24,936,251,118,199
5e9f70a9eec34b1108c84413,25,804,142,99,184
5e9f70a9eec34b1108c84413,26,1468,546,113,320
5e9f70a9eec34b1108c84413,27,554,88,28,119
5e9f70a9eec34b1108c84413,28,1683,600,111,254
5e9f70a9eec34b1108c84413,29,1110,461,119,268
5e9f70a9eec34b1108c84413,30,1234,549,71,293
5e9f70a9eec34b1108c84413,31,929,244,91,313
5e9f70a9eec34b1108c84413,32,783,210,16,136
5e9f70a9eec34b1108c84413,33,12,0,12,12
5e9f70a9eec34b1108c84413,34,908,220,83,149
5e9f70a9eec34b1108c84413,35,621,141,26,80
5e9f70a9eec34b1108c84413,36,874,284,15,32
5e9f70a9eec34b1108c84413,37,1028,410,63,105
5e9f70a9eec34b1108c84413,38,1846,1084,67,195
5e9f70a9eec34b1108c84413,39,364,93,36,38
5e9f70a9eec34b1108c84413,40,913,367,45,70
5edd1133213f7a077ee2709b,1,538,24,223,279
5edd1133213f7a077ee2709b,2,1023,168,433,553
5edd1133213f7a077ee2709b,3,686,72,211,305
5edd1133213f7a077ee2709b,4,719,114,263,309
5edd1133213f7a077ee2709b,5,212,4,59,75
5edd1133213f7a077ee2709b,6,769,126,183,315
5edd1133213f7a077ee2709b,7,568,83,146,186
5edd1133213f7a077ee2709b,8,355,22,34,108
5edd1133213f7a077ee2709b,9,692,84,267,335
5edd1133213f7a077ee2709b,10,359,24,74,96
5edd1133213f7a077ee2709b,11,570,54,320,344
5edd1133213f7a077ee2709b,12,1266,29,951,1029
5edd1133213f7a077ee2709b,13,852,108,386,470
5edd1133213f7a077ee2709b,14,326,34,90,135
5edd1133213f7a077ee2709b,15,174,10,42,61
5edd1133213f7a077ee2709b,16,2185,211,305,616
5edd1133213f7a077ee2709b,17,203,6,130,142
5edd1133213f7a077ee2709b,18,467,42,121,194
5edd1133213f7a077ee2709b,19,240,19,44,84
5edd1133213f7a077ee2709b,20,662,219,116,196
5edd1133213f7a077ee2709b,21,1951,342,798,950
5edd1133213f7a077ee2709b,22,1429,36,734,792
5edd1133213f7a077ee2709b,23,433,22,156,202
5edd1133213f7a077ee2709b,24,493,117,88,162
5edd1133213f7a077ee2709b,25,740,131,238,351
5edd1133213f7a077ee2709b,26,509,146,104,186
5edd1133213f7a077ee2709b,27,1416,144,300,466
5edd1133213f7a077ee2709b,28,784,138,164,229
5edd1133213f7a077ee2709b,29,674,120,214,277
5edd1133213f7a077ee2709b,30,627,160,182,245
5edd1133213f7a077ee2709b,31,1007,174,262,387
5edd1133213f7a077ee2709b,32,594,78,103,155
5edd1133213f7a077ee2709b,33,408,16,136,190
5edd1133213f7a077ee2709b,34,1393,297,312,494
5edd1133213f7a077ee2709b,35,777,46,326,381
5edd1133213f7a077ee2709b,36,1334,188,455,617
5edd1133213f7a077ee2709b,37,2159,222,881,1104
5edd1133213f7a077ee2709b,38,881,278,278,367
5edd1133213f7a077ee2709b,39,270,30,96,122
5edd1133213f7a077ee2709b,40,502,69,170,192
5eebc46343ee1b16159a1c8e,1,389,124,30,75
5eebc46343ee1b16159a1c8e,2,1006,403,28,80
5eebc46343ee1b16159a1c8e,3,607,248,60,120
5eebc46343ee1b16159a1c8e,4,884,424,68,130
5eebc46343ee1b16159a1c8e,5,146,41,24,24
5eebc46343ee1b16159a1c8e,6,565,58,257,301
5eebc46343ee1b16159a1c8e,7,535,73,81,117
5eebc46343ee1b16159a1c8e,8,82,2,2,2
5eebc46343ee1b16159a1c8e,9,474,22,31,107
5eebc46343ee1b16159a1c8e,10,198,2,2,18
5eebc46343ee1b16159a1c8e,11,368,83,36,82
5eebc46343ee1b16159a1c8e,12,343,81,20,51
5eebc46343ee1b16159a1c8e,13,1061,522,42,163
5eebc46343ee1b16159a1c8e,14,310,118,11,37
5eebc46343ee1b16159a1c8e,15,305,54,12,32
5eebc46343ee1b16159a1c8e,16,92,9,4,6
5eebc46343ee1b16159a1c8e,17,58,26,0,2
5eebc46343ee1b16159a1c8e,18,218,31,16,44
5eebc46343ee1b16159a1c8e,19,174,16,8,22
5eebc46343ee1b16159a1c8e,20,773,256,38,94
5eebc46343ee1b16159a1c8e,21,584,70,82,106
5eebc46343ee1b16159a1c8e,22,448,132,26,74
5eebc46343ee1b16159a1c8e,23,47,6,2,2
5eebc46343ee1b16159a1c8e,24,448,160,26,70
5eebc46343ee1b16159a1c8e,25,386,48,33,71
5eebc46343ee1b16159a1c8e,26,738,263,34,122
5eebc46343ee1b16159a1c8e,27,222,22,28,36
5eebc46343ee1b16159a1c8e,28,500,106,26,60
5eebc46343ee1b16159a1c8e,29,643,369,8,70
5eebc46343ee1b16159a1c8e,30,654,280,20,78
5eebc46343ee1b16159a1c8e,31,537,10,312,353
5eebc46343ee1b16159a1c8e,32,458,56,31,63
5eebc46343ee1b16159a1c8e,33,160,10,6,14
5eebc46343ee1b16159a1c8e,34,589,148,16,40
5eebc46343ee1b16159a1c8e,35,436,100,8,48
5eebc46343ee1b16159a1c8e,36,507,130,10,54
5eebc46343ee1b16159a1c8e,37,536,251,20,50
5eebc46343ee1b16159a1c8e,38,1060,708,28,92
5eebc46343ee1b16159a1c8e,39,131,19,8,20
5eebc46343ee1b16159a1c8e,40,544,242,29,77
5f201aabcbe8bf04a0ae4a1f,1,388,6,106,132
5f201aabcbe8bf04a0ae4a1f,2,22,5,3,6
5f201aabcbe8bf04a0ae4a1f,3,18,0,2,12
5f201aabcbe8bf04a0ae4a1f,4,20,14,0,2
5f201aabcbe8bf04a0ae4a1f,5,90,10,2,7
5f201aabcbe8bf04a0ae4a1f,6,23,8,0,0
5f201aabcbe8bf04a0ae4a1f,7,12,3,0,0
5f201aabcbe8bf04a0ae4a1f,8,8,0,0,0
5f201aabcbe8bf04a0ae4a1f,9,10,6,0,3
5f201aabcbe8bf04a0ae4a1f,10,10,7,0,0
5f201aabcbe8bf04a0ae4a1f,11,23,16,0,0
5f201aabcbe8bf04a0ae4a1f,12,9,4,0,0
5f201aabcbe8bf04a0ae4a1f,13,10,2,0,0
5f201aabcbe8bf04a0ae4a1f,14,8,5,0,0
5f201aabcbe8bf04a0ae4a1f,15,8,0,0,0
5f201aabcbe8bf04a0ae4a1f,16,21,0,0,0
5f201aabcbe8bf04a0ae4a1f,17,10,0,0,3
5f201aabcbe8bf04a0ae4a1f,18,8,2,0,0
5f201aabcbe8bf04a0ae4a1f,19,9,2,0,0
5f201aabcbe8bf04a0ae4a1f,20,9,3,0,0
5f201aabcbe8bf04a0ae4a1f,21,21,15,0,0
5f201aabcbe8bf04a0ae4a1f,22,11,6,0,0
5f201aabcbe8bf04a0ae4a1f,23,10,3,0,0
5f201aabcbe8bf04a0ae4a1f,24,8,0,0,0
5f201aabcbe8bf04a0ae4a1f,25,9,0,4,4
5f201aabcbe8bf04a0ae4a1f,26,11,6,0,0
5f201aabcbe8bf04a0ae4a1f,27,21,0,0,0
5f201aabcbe8bf04a0ae4a1f,28,11,0,0,2
5f201aabcbe8bf04a0ae4a1f,29,10,2,0,0
5f201aabcbe8bf04a0ae4a1f,30,9,0,2,4
5f201aabcbe8bf04a0ae4a1f,31,22,0,2,2
5f201aabcbe8bf04a0ae4a1f,32,10,0,4,4
5f201aabcbe8bf04a0ae4a1f,33,9,0,4,4
5f201aabcbe8bf04a0ae4a1f,34,9,0,6,6
5f201aabcbe8bf04a0ae4a1f,35,9,0,0,0
5f201aabcbe8bf04a0ae4a1f,36,9,2,0,0
5f201aabcbe8bf04a0ae4a1f,37,27,3,0,3
5f201aabcbe8bf04a0ae4a1f,38,10,2,0,0
5f201aabcbe8bf04a0ae4a1f,39,9,0,0,0
5f201aabcbe8bf04a0ae4a1f,40,11,2,0,0
5f29d9582a2fc9166092ebe5,1,395,91,86,111
5f29d9582a2fc9166092ebe5,2,664,279,86,134
5f29d9582a2fc9166092ebe5,3,554,239,61,83
5f29d9582a2fc9166092ebe5,4,1140,551,164,259
5f29d9582a2fc9166092ebe5,5,231,22,38,38
5f29d9582a2fc9166092ebe5,6,403,138,38,45
5f29d9582a2fc9166092ebe5,7,743,204,240,309
5f29d9582a2fc9166092ebe5,8,99,15,5,14
5f29d9582a2fc9166092ebe5,9,777,324,144,207
5f29d9582a2fc9166092ebe5,10,446,101,100,135
5f29d9582a2fc9166092ebe5,11,409,116,53,79
5f29d9582a2fc9166092ebe5,12,549,128,67,101
5f29d9582a2fc9166092ebe5,13,1652,663,280,435
5f29d9582a2fc9166092ebe5,14,294,79,62,107
5f29d9582a2fc9166092ebe5,15,249,60,43,69
5f29d9582a2fc9166092ebe5,16,132,0,60,78
5f29d9582a2fc9166092ebe5,17,65,7,9,18
5f29d9582a2fc9166092ebe5,18,216,17,56,76
5f29d9582a2fc9166092ebe5,19,166,2,75,80
5f29d9582a2fc9166092ebe5,20,962,282,218,273
5f29d9582a2fc9166092ebe5,21,857,181,153,209
5f29d9582a2fc9166092ebe5,22,494,172,53,84
5f29d9582a2fc9166092ebe5,23,97,10,26,34
5f29d9582a2fc9166092ebe5,24,739,157,181,262
5f29d9582a2fc9166092ebe5,25,363,114,52,78
5f29d9582a2fc9166092ebe5,26,669,229,130,171
5f29d9582a2fc9166092ebe5,27,277,10,98,116
5f29d9582a2fc9166092ebe5,28,416,102,48,80
5f29d9582a2fc9166092ebe5,29,729,283,98,154
5f29d9582a2fc9166092ebe5,30,432,111,106,142
5f29d9582a2fc9166092ebe5,31,421,92,70,90
5f29d9582a2fc9166092ebe5,32,474,99,109,149
5f29d9582a2fc9166092ebe5,33,141,20,30,38
5f29d9582a2fc9166092ebe5,34,543,178,149,169
5f29d9582a2fc9166092ebe5,35,430,107,74,98
5f29d9582a2fc9166092ebe5,36,741,237,142,208
5f29d9582a2fc9166092ebe5,37,696,356,76,105
5f29d9582a2fc9166092ebe5,38,1141,436,294,377
5f29d9582a2fc9166092ebe5,39,110,24,8,10
5f29d9582a2fc9166092ebe5,40,493,136,80,100
5f42eec40c24ac531d4ca24a,1,644,146,75,115
5f42eec40c24ac531d4ca24a,2,1011,465,46,130
5f42eec40c24ac531d4ca24a,3,27,7,2,2
5f42eec40c24ac531d4ca24a,4,1201,528,118,253
5f42eec40c24ac531d4ca24a,5,167,48,16,19
5f42eec40c24ac531d4ca24a,6,593,249,40,126
5f42eec40c24ac531d4ca24a,7,858,401,29,105
5f42eec40c24ac531d4ca24a,8,145,29,6,8
5f42eec40c24ac531d4ca24a,9,692,424,6,66
5f42eec40c24ac531d4ca24a,10,243,112,8,28
5f42eec40c24ac531d4ca24a,11,436,144,30,83
5f42eec40c24ac531d4ca24a,12,555,276,10,74
5f42eec40c24ac531d4ca24a,13,1175,859,24,118
5f42eec40c24ac531d4ca24a,14,520,234,28,80
5f42eec40c24ac531d4ca24a,15,489,124,15,83
5f42eec40c24ac531d4ca24a,16,213,46,4,6
5f42eec40c24ac531d4ca24a,17,140,32,0,0
5f42eec40c24ac531d4ca24a,18,413,92,14,47
5f42eec40c24ac531d4ca24a,19,287,52,26,54
5f42eec40c24ac531d4ca24a,20,1241,702,40,174
5f42eec40c24ac531d4ca24a,21,922,439,61,147
5f42eec40c24ac531d4ca24a,22,889,284,66,167
5f42eec40c24ac531d4ca24a,23,140,6,2,8
5f42eec40c24ac531d4ca24a,24,507,178,48,90
5f42eec40c24ac531d4ca24a,25,522,195,12,72
5f42eec40c24ac531d4ca24a,26,730,478,36,108
5f42eec40c24ac531d4ca24a,27,478,171,14,80
5f42eec40c24ac531d4ca24a,28,749,321,26,100
5f42eec40c24ac531d4ca24a,29,969,341,100,192
5f42eec40c24ac531d4ca24a,30,1247,356,186,298
5f42eec40c24ac531d4ca24a,31,832,397,38,140
5f42eec40c24ac531d4ca24a,32,872,218,54,108
5f42eec40c24ac531d4ca24a,33,408,56,23,49
5f42eec40c24ac531d4ca24a,34,931,231,172,230
5f42eec40c24ac531d4ca24a,35,716,95,61,89
5f42eec40c24ac531d4ca24a,36,766,338,32,88
5f42eec40c24ac531d4ca24a,37,1075,472,42,170
5f42eec40c24ac531d4ca24a,38,1852,1147,70,302
5f42eec40c24ac531d4ca24a,39,392,92,12,34
5f42eec40c24ac531d4ca24a,40,1136,612,54,184
5f49806859401418f7ec6764,1,2001,879,109,172
5f49806859401418f7ec6764,2,3346,1924,200,246
5f49806859401418f7ec6764,3,2092,703,466,639
5f49806859401418f7ec6764,4,3744,2726,140,241
5f49806859401418f7ec6764,5,809,183,37,37
5f49806859401418f7ec6764,6,1635,493,167,209
5f49806859401418f7ec6764,7,1681,950,69,145
5f49806859401418f7ec6764,8,683,184,13,19
5f49806859401418f7ec6764,9,2278,673,333,391
5f49806859401418f7ec6764,10,699,30,255,279
5f49806859401418f7ec6764,11,1430,81,649,700
5f49806859401418f7ec6764,12,1759,43,1210,1267
5f49806859401418f7ec6764,13,2939,542,1482,1569
5f49806859401418f7ec6764,14,1401,236,518,566
5f49806859401418f7ec6764,15,1326,198,422,454
5f49806859401418f7ec6764,16,390,42,40,40
5f49806859401418f7ec6764,17,207,46,5,5
5f49806859401418f7ec6764,18,1088,164,270,275
5f49806859401418f7ec6764,19,632,45,92,98
5f49806859401418f7ec6764,20,2752,1290,374,428
5f49806859401418f7ec6764,21,2218,859,269,346
5f49806859401418f7ec6764,22,1687,324,437,475
5f49806859401418f7ec6764,23,195,0,60,60
5f49806859401418f7ec6764,24,1896,559,529,617
5f49806859401418f7ec6764,25,1686,247,770,802
5f49806859401418f7ec6764,26,2434,1124,554,578
5f49806859401418f7ec6764,27,762,91,312,339
5f49806859401418f7ec6764,28,2450,65,1004,1072
5f49806859401418f7ec6764,29,2409,513,500,691
5f49806859401418f7ec6764,30,3138,683,1533,1684
5f49806859401418f7ec6764,31,1603,344,318,367
5f49806859401418f7ec6764,32,1657,117,543,568
5f49806859401418f7ec6764,33,790,15,320,348
5f49806859401418f7ec6764,34,2202,107,1321,1386
5f49806859401418f7ec6764,35,1852,209,826,860
5f49806859401418f7ec6764,36,2141,92,1522,1562
5f49806859401418f7ec6764,37,2663,1094,336,364
5f49806859401418f7ec6764,38,3640,1014,1438,1506
5f49806859401418f7ec6764,39,802,18,364,367
5f49806859401418f7ec6764,40,2490,168,1377,1487
6026d1eca0c0d1400dcfbbd6,1,167,52,13,43
6026d1eca0c0d1400dcfbbd6,2,287,136,6,40
6026d1eca0c0d1400dcfbbd6,3,286,148,6,50
6026d1eca0c0d1400dcfbbd6,4,364,170,6,71
6026d1eca0c0d1400dcfbbd6,5,63,4,12,18
6026d1eca0c0d1400dcfbbd6,6,150,60,6,30
6026d1eca0c0d1400dcfbbd6,7,204,79,6,18
6026d1eca0c0d1400dcfbbd6,8,34,10,0,0
6026d1eca0c0d1400dcfbbd6,9,195,96,2,27
6026d1eca0c0d1400dcfbbd6,10,62,16,1,7
6026d1eca0c0d1400dcfbbd6,11,155,62,8,22
6026d1eca0c0d1400dcfbbd6,12,156,26,16,42
6026d1eca0c0d1400dcfbbd6,13,311,162,26,62
6026d1eca0c0d1400dcfbbd6,14,176,69,10,22
6026d1eca0c0d1400dcfbbd6,15,88,30,3,13
6026d1eca0c0d1400dcfbbd6,16,50,10,0,2
6026d1eca0c0d1400dcfbbd6,17,29,8,4,4
6026d1eca0c0d1400dcfbbd6,18,107,10,18,36
6026d1eca0c0d1400dcfbbd6,19,99,21,0,10
6026d1eca0c0d1400dcfbbd6,20,297,122,6,32
6026d1eca0c0d1400dcfbbd6,21,244,80,8,34
6026d1eca0c0d1400dcfbbd6,22,194,36,14,40
6026d1eca0c0d1400dcfbbd6,23,23,3,2,2
6026d1eca0c0d1400dcfbbd6,24,196,96,6,44
6026d1eca0c0d1400dcfbbd6,25,173,53,6,24
6026d1eca0c0d1400dcfbbd6,26,260,72,97,130
6026d1eca0c0d1400dcfbbd6,27,85,2,27,31
6026d1eca0c0d1400dcfbbd6,28,171,70,33,39
6026d1eca0c0d1400dcfbbd6,29,306,118,28,72
6026d1eca0c0d1400dcfbbd6,30,255,92,26,48
6026d1eca0c0d1400dcfbbd6,31,197,42,36,62
6026d1eca0c0d1400dcfbbd6,32,187,2,78,100
6026d1eca0c0d1400dcfbbd6,33,74,5,9,15
